Florida Fish And Wildlife Conservation Commission,,,,,,
Commercial Landings Summary,,,,,,
Years: 1985 - 2026,,,,,,
Species: ALL FOOD AND BAIT,,,,,,
Subject to Revision,,,,,,
Years before 2025 are final,,,,,,
"Report created: July 13, 2026",,,,,,
,,,,,,
,,,,,,
Year,County Landed,Species,Pounds,Trips,Average Price,Estimated Value
2022,CHARLOTTE,"MACKEREL, KING",162,2,3.69,599
2022,CHARLOTTE,"MACKEREL, SPANISH",73,7,1.14,83
2022,CHARLOTTE,MISC. FOOD FISH,1029,109,0.57,582
2022,CHARLOTTE,MOJARRA,72316,501,1.19,85882
2022,CHARLOTTE,"MULLET, BLACK",395226,861,1.02,403287
2022,CHARLOTTE,"MULLET, SILVER",1450,29,0.76,1108
2022,CHARLOTTE,PERMIT,53,1,2,106
2022,CHARLOTTE,PINFISH,951,27,6.59,6268
2022,CHARLOTTE,POMPANO,23,7,4.53,102
2022,CHARLOTTE,PORGIES,1,1,1.35,2
2022,CHARLOTTE,"SARDINES, SCALED",904,12,16.67,15059
2022,CHARLOTTE,"SEA BASS, MIXED",118,1,2.54,300
2022,CHARLOTTE,"SEATROUT, SPOTTED",6,2,1.91,11
2022,CHARLOTTE,SHEEPSHEAD,5798,332,1.24,7181
2022,CHARLOTTE,"SNAPPER, GREY (MANGROVE)",22,13,1.8,41
2022,CHARLOTTE,SPOT,25,9,0.65,16
2022,CHARLOTTE,TILAPIA (NILE PERCH),105890,129,0.65,69318
2022,CHARLOTTE,"CRAB, BLUE (HARD)",212311,1234,2.92,620592
2022,CHARLOTTE,"CRAB, BLUE (SOFT)",14297,296,8.04,114904
2022,CHARLOTTE,"CRAB, STONE, JUMBO CLAWS",519,86,34.3,17818
2022,CHARLOTTE,"CRAB, STONE, LARGE CLAWS",1861,165,21.46,39917
2022,CHARLOTTE,"CRAB, STONE, MEDIUM CLAWS",1888,175,12.78,24120
2022,CHARLOTTE,"CRAB, STONE, UNGRD CLAWS",17552,180,15.28,268244
2022,CHARLOTTE,"LOBSTER, SPINY",63,1,13,819
2022,CHARLOTTE,MISC. INVERTEBRATES,23871,16,1.94,46406
2022,CHARLOTTE,"SHRIMP, PINK",2494,16,4.82,12032
2022,CITRUS,AMBERJACKS,6524,20,2.85,18613
2022,CITRUS,BAIT FISH,2800,20,3.93,11000
2022,CITRUS,BLUE RUNNER,2,2,0.5,1
2022,CITRUS,BLUEFISH,8,4,1,8
2022,CITRUS,COBIA,262,4,3.99,1047
2022,CITRUS,"DRUM, BLACK",248,38,1.23,304
2022,CITRUS,FLOUNDERS,69,6,3.48,240
2022,CITRUS,"GROUPER, BLACK",31,1,5.72,176
2022,CITRUS,"GROUPER, GAG",10321,38,6.52,67300
2022,CITRUS,"GROUPER, RED",8098,33,5.83,47218
2022,CITRUS,"GROUPER, SCAMP",142,11,6.5,922
2022,CITRUS,GRUNTS,250,18,1.38,346
2022,CITRUS,HOGFISH,2258,24,6.33,14289
2022,CITRUS,"JACK, CREVALLE",1705,19,0.96,1632
2022,CITRUS,LADYFISH,42444,63,1.02,43235
2022,CITRUS,"MACKEREL, KING",676,1,4.81,3250
2022,CITRUS,"MACKEREL, SPANISH",1,1,2.5,3
2022,CITRUS,MISC. FOOD FISH,260,27,0.97,252
2022,CITRUS,MOJARRA,3,1,1,3
2022,CITRUS,"MULLET, BLACK",188099,377,1.11,209384
2022,CITRUS,PINFISH,16,1,4.8,75
2022,CITRUS,POMPANO,193,9,4.49,867
2022,CITRUS,PORGIES,44,10,2.35,103
2022,CITRUS,"SEA BASS, MIXED",12,5,1.72,20
2022,CITRUS,SHEEPSHEAD,1605,118,1.96,3143
2022,CITRUS,"SNAPPER, GREY (MANGROVE)",4075,37,4.4,17939
2022,CITRUS,"SNAPPER, LANE",67,11,2.72,181
2022,CITRUS,"SNAPPER, RED",4540,22,6.78,30792
2022,CITRUS,"SNAPPER, VERMILION",80,7,3.68,294
2022,CITRUS,TRIGGERFISH,14,2,3.77,51
2022,CITRUS,"CRAB, BLUE (HARD)",547601,2095,2.61,1427974
2022,CITRUS,"CRAB, BLUE (SOFT)",80,19,8.77,700
2022,CITRUS,"CRAB, STONE, JUMBO CLAWS",20718,692,34.23,709255
2022,CITRUS,"CRAB, STONE, LARGE CLAWS",58761,753,23.83,1400183
2022,CITRUS,"CRAB, STONE, MEDIUM CLAWS",55335,752,15.07,834117
2022,CITRUS,"CRAB, STONE, UNGRD CLAWS",10618,503,4.62,49068
2022,CITRUS,MISC. INVERTEBRATES,3000,1,0.04,120
2022,CITRUS,OCTOPUS,7,1,6,42
2022,CITRUS,OYSTERS,6822,106,8.23,56163
2022,CITRUS,"SHRIMP, BROWN",3867,26,4.01,15496
2022,CITRUS,"SHRIMP, WHITE",238,1,4.5,1071
2022,CITRUS,"SHRIMP, BAIT",162892,1121,5,814819
2022,CLAY,"CRAB, BLUE (HARD)",171353,472,1.61,275356
2022,CLAY,"CRAB, BLUE (SOFT)",3285,106,7.74,25427
2022,COLLIER,AMBERJACKS,505,20,2.42,1219
2022,COLLIER,BAIT FISH,6246,49,1.11,6909
2022,COLLIER,BLUE RUNNER,265,7,2.01,532
2022,COLLIER,BLUEFISH,295,9,0.86,254
2022,COLLIER,COBIA,369,10,4.46,1646
2022,COLLIER,"DRUM, BLACK",20,1,1.75,35
2022,COLLIER,"GROUPER, BLACK",2954,22,6.05,17860
2022,COLLIER,"GROUPER, GAG",2635,40,5.84,15385
2022,COLLIER,"GROUPER, OTHER",35,1,5.93,210
2022,COLLIER,"GROUPER, RED",50215,74,5.15,258714
2022,COLLIER,"GROUPER, SCAMP",1410,23,6.09,8593
2022,COLLIER,"GROUPER, YELLOWEDGE",18,1,5.93,105
2022,COLLIER,GRUNTS,3,3,3.33,9
2022,COLLIER,HOGFISH,121,13,6.29,763
2022,COLLIER,"JACK, CREVALLE",64,3,0.75,48
2022,COLLIER,"JACK, OTHER",92,7,3.48,318
2022,COLLIER,"MACKEREL, KING",379137,159,1.87,707227
2022,COLLIER,"MACKEREL, SPANISH",4983,11,2.07,10299
2022,COLLIER,MISC. FOOD FISH,646,27,1.49,963
2022,COLLIER,MOJARRA,63,1,1.5,95
2022,COLLIER,"MULLET, BLACK",12718,33,0.8,10153
2022,COLLIER,"MULLET, SILVER",397,3,0.58,231
2022,COLLIER,PINFISH,50,1,24,1194
2022,COLLIER,POMPANO,11585,5,3.71,43001
2022,COLLIER,PORGIES,543,22,3.07,1667
2022,COLLIER,SHEEPSHEAD,331,7,2.02,669
2022,COLLIER,"SNAPPER, GREY (MANGROVE)",2867,53,3.62,10383
2022,COLLIER,"SNAPPER, LANE",857,23,2.62,2244
2022,COLLIER,"SNAPPER, MUTTON",1311,25,3.52,4612
2022,COLLIER,"SNAPPER, OTHER",113,4,6.77,762
2022,COLLIER,"SNAPPER, RED",12348,38,5.73,70792
2022,COLLIER,"SNAPPER, SILK",13,2,5.11,68
2022,COLLIER,"SNAPPER, VERMILION",1745,19,4.44,7748
2022,COLLIER,"SNAPPER, YELLOWTAIL",4894,43,2.84,13910
2022,COLLIER,SWORDFISH,133,1,4.51,600
2022,COLLIER,TILEFISH (GOLDEN),128,1,7.14,912
2022,COLLIER,"TILEFISH, BLUELINE (GRAY)",38,2,4.1,156
2022,COLLIER,TRIGGERFISH,275,13,5.04,1385
2022,COLLIER,"TUNA, BLACKFIN",36,2,4.99,181
2022,COLLIER,"TUNNY, LITTLE (BONITO)",1688,9,0.98,1653
2022,COLLIER,WAHOO,42,1,1.92,80
2022,COLLIER,"CRAB, BLUE (HARD)",56946,255,2.7,153910
2022,COLLIER,"CRAB, BLUE (SOFT)",518,4,8.46,4380
2022,COLLIER,"CRAB, STONE, JUMBO CLAWS",65065,2493,35.23,2291955
2022,COLLIER,"CRAB, STONE, LARGE CLAWS",193243,2519,23.8,4599726
2022,COLLIER,"CRAB, STONE, MEDIUM CLAWS",146198,2518,16.02,2341556
2022,COLLIER,"CRAB, STONE, UNGRD CLAWS",10465,1401,11.89,124394
2022,COLLIER,"LOBSTER, SPINY",17284,31,7.59,131206
2022,DIXIE,AMBERJACKS,446,16,2.91,1296
2022,DIXIE,BAIT FISH,1108,3,0.45,504
2022,DIXIE,BLUE RUNNER,1598,3,2,3196
2022,DIXIE,FLOUNDERS,72,12,2.2,158
2022,DIXIE,"GROUPER, GAG",8788,49,5.84,51311
2022,DIXIE,"GROUPER, OTHER",1,2,0,0
2022,DIXIE,"GROUPER, RED",27869,51,5.17,144093
2022,DIXIE,"GROUPER, SCAMP",132,6,4.95,651
2022,DIXIE,GRUNTS,21477,63,2.49,53518
2022,DIXIE,HOGFISH,117,1,6.31,739
2022,DIXIE,"MACKEREL, KING",31,1,2.4,75
2022,DIXIE,MISC. FOOD FISH,19,1,3.11,58
2022,DIXIE,"MULLET, BLACK",41751,151,1.23,51242
2022,DIXIE,"MULLET, SILVER",1877,3,0.8,1502
2022,DIXIE,PINFISH,1760,13,0.77,1349
2022,DIXIE,PORGIES,227,36,2.23,506
2022,DIXIE,"SEA BASS, MIXED",11914,54,1.51,17941
2022,DIXIE,SHEEPSHEAD,113,11,2.36,267
2022,DIXIE,"SNAPPER, GREY (MANGROVE)",1212,47,3.57,4326
2022,DIXIE,"SNAPPER, LANE",722,38,3,2162
2022,DIXIE,"SNAPPER, RED",66694,55,5.47,364529
2022,DIXIE,"SNAPPER, VERMILION",672,39,3.22,2165
2022,DIXIE,"SNAPPER, YELLOWTAIL",5,2,3.38,16
2022,DIXIE,TRIGGERFISH,406,29,2.7,1097
2022,DIXIE,"CRAB, BLUE (HARD)",258536,680,2.45,633574
2022,DIXIE,"CRAB, BLUE (SOFT)",7947,239,12.01,95460
2022,DIXIE,"CRAB, STONE, JUMBO CLAWS",25379,396,29.09,738256
2022,DIXIE,"CRAB, STONE, LARGE CLAWS",20742,396,21.21,439940
2022,DIXIE,"CRAB, STONE, MEDIUM CLAWS",17059,418,14.74,251446
2022,DIXIE,"CRAB, STONE, UNGRD CLAWS",1943,145,9.08,17638
2022,DIXIE,MISC. INVERTEBRATES,244805,153,0.09,21901
2022,DIXIE,OYSTERS,88761,1274,7.44,660349
2022,DIXIE,"SHRIMP, WHITE",5153,32,3.71,19112
2022,DIXIE,"SHRIMP, BAIT",13239,59,3.67,48589
2022,DUVAL,AMBERJACKS,58271,184,2.16,125937
2022,DUVAL,BAIT FISH,281,3,0.75,211
2022,DUVAL,BLUE RUNNER,171,17,1.56,268
2022,DUVAL,BLUEFISH,76,14,0.94,71
2022,DUVAL,CATFISH,29,8,1,29
2022,DUVAL,COBIA,1581,44,3.52,5571
2022,DUVAL,CROAKER,12870,210,2.97,38243
2022,DUVAL,DOLPHIN,24985,66,3.34,83423
2022,DUVAL,"DRUM, BLACK",19137,257,2.64,50480
2022,DUVAL,FLOUNDERS,12540,289,3.14,39377
2022,DUVAL,"GROUPER, GAG",17606,89,6.26,110265
2022,DUVAL,"GROUPER, OTHER",60,19,3.59,216
2022,DUVAL,"GROUPER, RED",375,15,4.49,1684
2022,DUVAL,"GROUPER, SCAMP",2518,50,6.27,15790
2022,DUVAL,"GROUPER, SNOWY",1648,15,5.32,8773
2022,DUVAL,GRUNTS,911,91,0.61,552
2022,DUVAL,HOGFISH,2,1,5.86,13
2022,DUVAL,"JACK, CREVALLE",289,25,1.14,330
2022,DUVAL,"JACK, OTHER",18,3,2,36
2022,DUVAL,KINGFISH (WHITING),42580,468,2.36,100295
2022,DUVAL,LADYFISH,395,46,1,395
2022,DUVAL,"MACKEREL, KING",13206,73,3.08,40630
2022,DUVAL,"MACKEREL, SPANISH",143,12,2.29,327
2022,DUVAL,MENHADEN,6550,5,0.4,2620
2022,DUVAL,MISC. FOOD FISH,17191,140,2.78,47726
2022,DUVAL,MISC. INDUSTRIAL FISH,483,2,0.75,362
2022,DUVAL,"MULLET, BLACK",151044,229,0.79,119607
2022,DUVAL,"MULLET, BLACK, ROE",30,1,5,150
2022,DUVAL,PINFISH,3,3,0.83,3
2022,DUVAL,POMPANO,1453,65,5.12,7439
2022,DUVAL,PORGIES,8916,170,2.52,22450
2022,DUVAL,RAYS & SKATES,28,3,1,28
2022,DUVAL,"SEA BASS, MIXED",325,13,2.46,798
2022,DUVAL,"SEATROUT, SILVER",8,2,2.78,23
2022,DUVAL,"SEATROUT, SPOTTED",3141,157,4.63,14532
2022,DUVAL,"SEATROUT, WEAKFISH",1152,65,3.25,3742
2022,DUVAL,SHARK,4302,2,0.37,1578
2022,DUVAL,SHEEPSHEAD,13070,289,2.61,34069
2022,DUVAL,"SNAPPER, GREY (MANGROVE)",4413,130,3.85,17003
2022,DUVAL,"SNAPPER, LANE",20,2,4.3,86
2022,DUVAL,"SNAPPER, MUTTON",13219,140,3.7,48961
2022,DUVAL,"SNAPPER, OTHER",262,16,3.85,1009
2022,DUVAL,"SNAPPER, RED",15142,190,5.71,86499
2022,DUVAL,"SNAPPER, SILK",356,28,4.73,1683
2022,DUVAL,"SNAPPER, VERMILION",129679,216,4.79,621006
2022,DUVAL,"SNAPPER, YELLOWTAIL",43,11,4.89,212
2022,DUVAL,SPOT,485,23,2.17,1051
2022,DUVAL,SWORDFISH,5051,2,2.88,14549
2022,DUVAL,TILAPIA (NILE PERCH),19,1,1,19
2022,DUVAL,TILEFISH (GOLDEN),106,1,5.8,618
2022,DUVAL,"TILEFISH, BLUELINE (GRAY)",76,4,3.05,232
2022,DUVAL,TRIGGERFISH,43972,185,2.95,129684
2022,DUVAL,"TUNA, BLACKFIN",750,14,2.26,1698
2022,DUVAL,"TUNA, YELLOWFIN",233,1,4.8,1116
2022,DUVAL,"TUNNY, LITTLE (BONITO)",920,34,0.85,783
2022,DUVAL,WAHOO,2311,17,4.88,11276
2022,DUVAL,"CRAB, BLUE (HARD)",516436,2846,2.61,1349296
2022,DUVAL,"CRAB, BLUE (SOFT)",645,92,10.2,6576
2022,DUVAL,"CRAB, STONE, JUMBO CLAWS",466,13,18.7,8715
2022,DUVAL,"CRAB, STONE, LARGE CLAWS",397,3,18.11,7188
2022,DUVAL,"CRAB, STONE, UNGRD CLAWS",266,5,16.62,4415
2022,DUVAL,MISC. INVERTEBRATES,7393,5,0.07,543
2022,DUVAL,OCTOPUS,132,4,1.42,187
2022,DUVAL,SQUID,3823,11,1.53,5833
2022,DUVAL,"SHRIMP, BROWN",252948,73,1.49,376161
2022,DUVAL,"SHRIMP, OTHER",1367,8,2.01,2749
2022,DUVAL,"SHRIMP, PINK",81292,8,1.56,127191
2022,DUVAL,"SHRIMP, ROCK",1239638,27,1.57,1947951
2022,DUVAL,"SHRIMP, ROYAL RED",45024,3,1.05,47275
2022,DUVAL,"SHRIMP, WHITE",2037991,482,2.9,5912540
2022,DUVAL,"SHRIMP, BAIT",30854,233,5.78,178430
2022,ESCAMBIA,AMBERJACKS,2759,38,2.15,5931
2022,ESCAMBIA,BAIT FISH,149,5,2.45,365
2022,ESCAMBIA,BLUE RUNNER,135,2,1.17,158
2022,ESCAMBIA,BLUEFISH,21,2,1,21
2022,ESCAMBIA,COBIA,220,6,4.14,912
2022,ESCAMBIA,DOLPHIN,26,2,3.09,82
2022,ESCAMBIA,"DRUM, BLACK",21,5,2.19,46
2022,ESCAMBIA,FLOUNDERS,899,21,4.4,3958
2022,ESCAMBIA,"GROUPER, GAG",1575,39,4.75,7484
2022,ESCAMBIA,"GROUPER, OTHER",22,4,4.5,101
2022,ESCAMBIA,"GROUPER, RED",485,20,3.42,1659
2022,ESCAMBIA,"GROUPER, SCAMP",1814,68,4.84,8780
2022,ESCAMBIA,"GROUPER, SNOWY",238,12,5.56,1324
2022,ESCAMBIA,"GROUPER, YELLOWEDGE",172,9,5.49,946
2022,ESCAMBIA,"GROUPER, YELLOWFIN",17,1,5.3,88
2022,ESCAMBIA,"JACK, OTHER",3359,73,1.31,4409
2022,ESCAMBIA,KINGFISH (WHITING),141,6,0.86,121
2022,ESCAMBIA,"MACKEREL, KING",7,1,4.81,35
2022,ESCAMBIA,"MACKEREL, SPANISH",10,1,1,10
2022,ESCAMBIA,MENHADEN,9710,10,0.29,2817
2022,ESCAMBIA,MISC. FOOD FISH,3934,57,4.64,18238
2022,ESCAMBIA,"MULLET, BLACK",100318,331,0.98,98735
2022,ESCAMBIA,"MULLET, SILVER",4727,27,0.84,3961
2022,ESCAMBIA,POMPANO,191,6,4.35,829
2022,ESCAMBIA,PORGIES,10585,107,2,21197
2022,ESCAMBIA,RAYS & SKATES,107,5,4.25,455
2022,ESCAMBIA,"SEATROUT, SPOTTED",99,7,2.34,232
2022,ESCAMBIA,SHEEPSHEAD,1242,25,1.32,1642
2022,ESCAMBIA,"SNAPPER, GREY (MANGROVE)",17,2,3.6,60
2022,ESCAMBIA,"SNAPPER, LANE",11,4,4.41,49
2022,ESCAMBIA,"SNAPPER, RED",109361,127,2.66,290701
2022,ESCAMBIA,"SNAPPER, VERMILION",117107,118,3.99,466847
2022,ESCAMBIA,SPOT,10,1,1,10
2022,ESCAMBIA,TILEFISH (GOLDEN),9,2,2.68,24
2022,ESCAMBIA,"TILEFISH, BLUELINE (GRAY)",44,3,1.74,76
2022,ESCAMBIA,TRIGGERFISH,2679,77,2.54,6810
2022,ESCAMBIA,"TUNNY, LITTLE (BONITO)",46,4,1,46
2022,ESCAMBIA,"CRAB, BLUE (HARD)",61218,441,1.97,120391
2022,ESCAMBIA,MISC. INVERTEBRATES,1800,13,4.11,7405
2022,ESCAMBIA,SQUID,355,10,0.82,292
2022,ESCAMBIA,"SHRIMP, BROWN",66971,44,1.85,123802
2022,ESCAMBIA,"SHRIMP, WHITE",1599,2,2.91,4656
2022,FLAGLER,KINGFISH (WHITING),71,1,2.5,178
2022,FLAGLER,"MULLET, BLACK",5004,1,0.17,836
2022,FLAGLER,"CRAB, BLUE (HARD)",3119,25,3.21,10001
2022,FLAGLER,"CRAB, STONE, JUMBO CLAWS",47,2,27.2,1273
2022,FLAGLER,"CRAB, STONE, LARGE CLAWS",58,2,22.8,1321
2022,FLAGLER,"CRAB, STONE, MEDIUM CLAWS",26,2,15.62,406
2022,FLAGLER,"CRAB, STONE, UNGRD CLAWS",3,1,20,60
2022,FLAGLER,MISC. INVERTEBRATES,42,1,12.74,541
2022,FRANKLIN,AMBERJACKS,42269,65,2.56,108307
2022,FRANKLIN,BAIT FISH,36700,58,1.27,46487
2022,FRANKLIN,BLUE RUNNER,2,1,1.25,3
2022,FRANKLIN,BLUEFISH,284,11,0.82,232
2022,FRANKLIN,COBIA,521,23,3.87,2017
2022,FRANKLIN,CROAKER,501,26,1.93,967
2022,FRANKLIN,DOLPHIN,46,6,2.5,114
2022,FRANKLIN,"DRUM, BLACK",2933,31,1.19,3496
2022,FRANKLIN,FLOUNDERS,22190,460,4.01,89005
2022,FRANKLIN,"GROUPER, GAG",116907,246,5.97,698090
2022,FRANKLIN,"GROUPER, OTHER",119,2,5.08,606
2022,FRANKLIN,"GROUPER, RED",109421,253,5.12,559694
2022,FRANKLIN,"GROUPER, SCAMP",7256,124,5.94,43100
2022,FRANKLIN,"GROUPER, SNOWY",2164,6,5.5,11903
2022,FRANKLIN,"GROUPER, WARSAW",1194,5,4.67,5573
2022,FRANKLIN,"GROUPER, YELLOWEDGE",2307,4,5.93,13685
2022,FRANKLIN,GRUNTS,64,8,1.3,84
2022,FRANKLIN,HOGFISH,107,5,3.95,425
2022,FRANKLIN,"JACK, CREVALLE",32,1,0.5,16
2022,FRANKLIN,"JACK, OTHER",3936,58,2.2,8674
2022,FRANKLIN,KINGFISH (WHITING),548,26,1.57,861
2022,FRANKLIN,LADYFISH,38,2,3.5,133
2022,FRANKLIN,"MACKEREL, KING",317144,457,3.95,1253607
2022,FRANKLIN,"MACKEREL, SPANISH",514,37,1.84,947
2022,FRANKLIN,MENHADEN,2645,2,0.27,723
2022,FRANKLIN,MISC. FOOD FISH,7665,139,4.77,36528
2022,FRANKLIN,"MULLET, BLACK",340825,702,0.92,312184
2022,FRANKLIN,"MULLET, SILVER",446,5,1,446
2022,FRANKLIN,POMPANO,53,8,4.56,242
2022,FRANKLIN,PORGIES,4869,90,1.53,7460
2022,FRANKLIN,RAYS & SKATES,118,6,1,118
2022,FRANKLIN,"SEA BASS, MIXED",857,3,1.49,1281
2022,FRANKLIN,"SEATROUT, SAND",318,18,2.47,786
2022,FRANKLIN,"SEATROUT, SILVER",16,4,2.44,39
2022,FRANKLIN,"SEATROUT, SPOTTED",35,4,2.31,81
2022,FRANKLIN,SHEEPSHEAD,8966,243,1.23,10984
2022,FRANKLIN,"SNAPPER, GREY (MANGROVE)",5821,180,3.03,17654
2022,FRANKLIN,"SNAPPER, LANE",711,68,2.25,1597
2022,FRANKLIN,"SNAPPER, MUTTON",32,2,3.15,102
2022,FRANKLIN,"SNAPPER, OTHER",12,1,3.15,39
2022,FRANKLIN,"SNAPPER, RED",424070,280,5.8,2457653
2022,FRANKLIN,"SNAPPER, VERMILION",30925,137,3.91,120841
2022,FRANKLIN,"SNAPPER, YELLOWTAIL",32,10,3.36,108
2022,FRANKLIN,SPOT,466,33,1.26,588
2022,FRANKLIN,"TILEFISH, BLUELINE (GRAY)",17,2,1.52,26
2022,FRANKLIN,TRIGGERFISH,3624,105,2.3,8340
2022,FRANKLIN,"TUNA, BLACKFIN",43,2,1,43
2022,FRANKLIN,"TUNA, BLUEFIN",8,2,1,8
2022,FRANKLIN,"TUNNY, LITTLE (BONITO)",180,14,0.98,177
2022,FRANKLIN,WAHOO,254,6,3.61,916
2022,FRANKLIN,"CLAMS, HARD, CHERRY",109,3,3.43,372
2022,FRANKLIN,"CLAMS, HARD, LITTLENECK",361,19,12.27,4430
2022,FRANKLIN,"CLAMS, HARD, MIDDLENECK",719,18,13.03,9367
2022,FRANKLIN,"CLAMS, HARD, TOPNECK",556,18,10.29,5720
2022,FRANKLIN,"CRAB, BLUE (HARD)",224440,579,2.42,543154
2022,FRANKLIN,"CRAB, BLUE (SOFT)",2393,32,14.48,34644
2022,FRANKLIN,"CRAB, STONE, JUMBO CLAWS",117,4,28.45,3314
2022,FRANKLIN,"CRAB, STONE, LARGE CLAWS",1972,22,24.97,49236
2022,FRANKLIN,"CRAB, STONE, MEDIUM CLAWS",1779,22,16.39,29162
2022,FRANKLIN,"CRAB, STONE, UNGRD CLAWS",515,19,33.2,17098
2022,FRANKLIN,OYSTERS,12111,92,9.01,109155
2022,FRANKLIN,SQUID,339,14,1.75,592
2022,FRANKLIN,"SHRIMP, BROWN",152841,35,2.86,437121
2022,FRANKLIN,"SHRIMP, OTHER",20349,76,3.93,79980
2022,FRANKLIN,"SHRIMP, PINK",135472,22,2.85,385661
2022,FRANKLIN,"SHRIMP, ROCK",24899,25,2.02,50219
2022,FRANKLIN,"SHRIMP, WHITE",231918,349,2.5,579418
2022,FRANKLIN,"SHRIMP, BAIT",7145,3,2.87,20485
2022,GULF,BAIT FISH,2801,30,0.82,2307
2022,GULF,BLUE RUNNER,225,1,0.45,101
2022,GULF,BLUEFISH,797,24,0.5,399
2022,GULF,CROAKER,1450,1,0.15,218
2022,GULF,"DRUM, BLACK",1391,24,1.55,2152
2022,GULF,FLOUNDERS,180,5,4.39,792
2022,GULF,"HERRING, THREAD",123875,6,0.18,22298
2022,GULF,KINGFISH (WHITING),26,3,1.08,28
2022,GULF,LADYFISH,23484,61,1.01,23627
2022,GULF,"MACKEREL, SPANISH",1386,3,1,1386
2022,GULF,MENHADEN,1330,2,0.25,333
2022,GULF,MISC. FOOD FISH,1303,14,1.02,1326
2022,GULF,"MULLET, BLACK",310885,501,0.81,252990
2022,GULF,"MULLET, SILVER",88,1,1.1,97
2022,GULF,PINFISH,1000,3,0.15,150
2022,GULF,POMPANO,6114,65,4,24452
2022,GULF,RAYS & SKATES,51,2,1.22,62
2022,GULF,"SARDINES, SCALED",20947,1,0.2,4189
2022,GULF,"SARDINES, SPANISH",444578,21,0.23,102817
2022,GULF,"SCAD, ROUND (CIGARFISH)",342543,19,0.65,222854
2022,GULF,"SEATROUT, SPOTTED",83,4,2.22,185
2022,GULF,SHEEPSHEAD,5472,31,0.79,4326
2022,GULF,SPOT,75,1,0.15,11
2022,GULF,"TUNNY, LITTLE (BONITO)",690,1,0.45,311
2022,GULF,"CONCH (WHELK, HELMET)",7796,75,1.36,10625
2022,GULF,"CRAB, BLUE (HARD)",18366,200,2.07,38007
2022,GULF,"CRAB, BLUE (SOFT)",296,86,11.6,3431
2022,GULF,MISC. INVERTEBRATES,12645,14,0.17,2162
2022,GULF,SPONGE (PIECES),50,1,19.5,975
2022,GULF,SQUID,15,1,1,15
2022,GULF,"SHRIMP, BROWN",63351,27,2.41,152790
2022,GULF,"SHRIMP, OTHER",1914,4,3.75,7174
2022,GULF,"SHRIMP, PINK",295961,12,1.58,466216
2022,GULF,"SHRIMP, ROCK",6325,12,2.2,13899
2022,GULF,"SHRIMP, WHITE",459655,149,3,1376846
2022,GULF,"SHRIMP, BAIT",113578,1370,2.24,253970
2022,HERNANDO,AMBERJACKS,1087,9,2.71,2945
2022,HERNANDO,BAIT FISH,1981,23,2.25,4449
2022,HERNANDO,BLUE RUNNER,75,10,0.94,70
2022,HERNANDO,BLUEFISH,5957,40,0.76,4546
2022,HERNANDO,COBIA,260,8,3.61,939
2022,HERNANDO,DOLPHIN,32,2,2.38,77
2022,HERNANDO,"DRUM, BLACK",310,6,0.88,274
2022,HERNANDO,EELS,18,1,1,18
2022,HERNANDO,FLOUNDERS,66,4,2.94,194
2022,HERNANDO,"GROUPER, GAG",5120,26,6.12,31311
2022,HERNANDO,"GROUPER, OTHER",123,8,4.34,536
2022,HERNANDO,"GROUPER, RED",52720,35,5.6,295273
2022,HERNANDO,"GROUPER, SCAMP",758,15,5.88,4458
2022,HERNANDO,"GROUPER, SNOWY",136,2,4.24,575
2022,HERNANDO,"GROUPER, YELLOWEDGE",87,3,4.24,370
2022,HERNANDO,GRUNTS,1104,29,1.59,1759
2022,HERNANDO,HOGFISH,852,8,6.15,5243
2022,HERNANDO,"JACK, CREVALLE",9551,16,0.98,9322
2022,HERNANDO,"JACK, OTHER",51,7,1.24,63
2022,HERNANDO,KINGFISH (WHITING),211,1,1.35,285
2022,HERNANDO,LADYFISH,890,2,1,890
2022,HERNANDO,"MACKEREL, KING",24,1,1.92,46
2022,HERNANDO,"MACKEREL, SPANISH",35278,32,1.74,61343
2022,HERNANDO,MISC. FOOD FISH,162,6,3.27,530
2022,HERNANDO,MOJARRA,6427,15,1.24,7969
2022,HERNANDO,"MULLET, BLACK",11197,37,0.87,9787
2022,HERNANDO,PERMIT,1551,3,2.25,3490
2022,HERNANDO,PINFISH,2007,37,5.23,10504
2022,HERNANDO,POMPANO,5059,24,4.75,24013
2022,HERNANDO,PORGIES,411,20,1.84,757
2022,HERNANDO,RAYS & SKATES,4,1,5,20
2022,HERNANDO,SHEEPSHEAD,111,14,1.18,131
2022,HERNANDO,"SNAPPER, GREY (MANGROVE)",2226,33,3.27,7269
2022,HERNANDO,"SNAPPER, LANE",1047,22,3.15,3301
2022,HERNANDO,"SNAPPER, MUTTON",11,2,2.97,33
2022,HERNANDO,"SNAPPER, OTHER",481,3,4.49,2157
2022,HERNANDO,"SNAPPER, RED",23077,27,6.11,141011
2022,HERNANDO,"SNAPPER, VERMILION",606,21,3.78,2291
2022,HERNANDO,"SNAPPER, YELLOWTAIL",186,10,3.49,650
2022,HERNANDO,SPOT,19,1,1.25,24
2022,HERNANDO,"TILEFISH, BLUELINE (GRAY)",146,4,2.68,390
2022,HERNANDO,TRIGGERFISH,61,4,3.85,236
2022,HERNANDO,"TUNNY, LITTLE (BONITO)",140,6,0.84,118
2022,HERNANDO,"CRAB, BLUE (HARD)",82126,418,3.24,265836
